,id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,mths_since_last_delinq,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type,year
38091,844375,1055299,2600,2600,2600.0,60 months,17.49,65.31,D,D5,2 years,RENT,40000.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,13.02,0,01/12/1997,1,31,10,11,0.0,0.0,1327.08,1327.08,54.82,166.0,14.95771472,1091.3,272.825,01/02/2018,106.42,01/01/2022,0.0,1,INDIVIDUAL,2017
38114,843653,1054463,13000,13000,12950.0,36 months,8.49,410.32,A,A5,3 years,MORTGAGE,78000.0,Not Verified,2017-08-01,Charged Off,n,debt_consolidation,11.69,0,01/05/2004,3,31,9,26,0.0,0.0,8949.61,8915.23,7151.59,1464.17,0.0,333.85,3.79,01/06/2019,34.23,01/10/2019,0.0,1,INDIVIDUAL,2017
38122,843219,1053988,11300,11300,11050.0,36 months,12.99,257.06,C,C1,10+ years,MORTGAGE,40800.0,Not Verified,2017-08-01,Charged Off,n,debt_consolidation,17.62,0,01/07/1995,0,70,11,21,0.0,0.0,9254.16,9048.35,5857.52,3338.14,0.0,58.5,0.0,01/08/2020,257.06,01/01/2022,0.0,1,INDIVIDUAL,2017
38144,842558,1053242,12800,12800,12800.0,36 months,7.49,398.11,A,A4,6 years,MORTGAGE,56000.0,Verified,2017-08-01,Charged Off,n,debt_consolidation,15.34,0,01/11/2000,1,31,10,24,0.0,0.0,3582.21,3582.21,2926.69,644.33,0.0,11.19,0.0,01/05/2018,398.11,01/01/2022,0.0,1,INDIVIDUAL,2017
38164,841822,1052414,5000,5000,5000.0,36 months,17.99,180.74,E,E1,2 years,RENT,36000.0,Source Verified,2017-08-01,Charged Off,n,major_purchase,0.4,0,01/05/1995,0,28,3,9,0.0,0.0,720.84,720.84,431.47,289.37,0.0,0.0,0.0,01/12/2017,180.74,01/01/2022,0.0,1,INDIVIDUAL,2017
38169,841642,1052217,4000,4000,4000.0,36 months,15.62,139.88,D,D1,2 years,RENT,18720.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,11.86,0,01/08/2001,1,40,6,10,0.0,0.0,1841.33,1841.33,1050.33,622.45,0.0,168.55,1.6,01/10/2018,140.0,01/02/2019,0.0,1,INDIVIDUAL,2017
38185,841046,1051557,7200,7200,7200.0,36 months,9.99,232.29,B,B1,10+ years,MORTGAGE,50000.0,Not Verified,2017-08-01,Charged Off,n,other,6.5,0,01/09/1983,1,68,7,24,0.0,0.0,5806.88,5806.88,4753.19,1036.06,0.0,17.63,0.0,01/09/2019,232.29,01/01/2022,0.0,1,INDIVIDUAL,2017
38187,841014,1051518,10000,10000,9300.0,36 months,10.99,327.34,B,B3,10+ years,MORTGAGE,150000.0,Verified,2017-08-01,Charged Off,n,home_improvement,14.98,0,01/09/1997,0,31,13,30,0.0,0.0,9164.3,8519.9,7471.32,1692.98,0.0,0.0,0.0,01/01/2020,49.86,01/01/2022,0.0,1,INDIVIDUAL,2017
38190,840762,1051192,9800,9800,9550.0,36 months,7.49,304.8,A,A4,9 years,MORTGAGE,50000.0,Not Verified,2017-08-01,Charged Off,n,debt_consolidation,7.32,0,01/02/2002,0,31,7,16,0.0,0.0,8594.46,8374.77,7120.49,1085.89,0.0,388.08,3.648600003,01/11/2019,304.8,01/04/2020,0.0,1,INDIVIDUAL,2017
38208,840203,1050552,9000,12000,8750.0,36 months,11.49,296.75,B,B4,10+ years,MORTGAGE,110000.0,Not Verified,2017-08-01,Charged Off,n,debt_consolidation,15.36,0,01/01/1999,0,31,10,33,0.0,0.0,4492.7,4367.61,3082.5,1071.17,0.0,339.03,3.53,01/11/2018,307.54,01/03/2019,0.0,1,INDIVIDUAL,2017
38214,840015,1050316,14675,14675,14650.0,60 months,11.49,322.67,B,B4,1 year,RENT,28000.0,Verified,2017-08-01,Charged Off,n,debt_consolidation,23.1,0,01/06/2005,0,31,7,10,0.0,0.0,2375.29,2371.28,923.65,681.45,0.0,770.19,138.6342,01/01/2018,322.67,01/06/2018,0.0,1,INDIVIDUAL,2017
38226,839665,1049839,2250,2250,2250.0,36 months,8.49,71.02,A,A5,8 years,MORTGAGE,54000.0,Not Verified,2017-08-01,Charged Off,n,home_improvement,20.73,0,01/01/2000,3,31,5,17,0.0,0.0,562.47,562.47,365.99,115.84,14.92134983,65.72,0.78,01/04/2018,74.38,01/08/2018,0.0,1,INDIVIDUAL,2017
38236,839359,1049528,12000,12000,11975.0,60 months,18.79,309.91,E,E3,10+ years,MORTGAGE,84000.0,Verified,2017-08-01,Charged Off,n,debt_consolidation,10.96,1,01/08/1998,2,23,7,23,0.0,0.0,10066.22,10045.34,4297.11,4639.82,30.85295731,1098.44,10.98440001,01/03/2020,320.51,01/06/2020,0.0,1,INDIVIDUAL,2017
38242,839167,1049321,10000,10000,10000.0,60 months,13.507328482328484,247.94,D,D4,< 1 year,MORTGAGE,60000.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,14.82,0,01/01/1998,1,67,10,19,0.0,0.0,5591.55,5591.55,2575.27,2582.24,0.0,434.04,4.04,01/05/2019,247.94,01/10/2019,0.0,1,INDIVIDUAL,2017
38243,839162,1049316,4000,4000,4000.0,60 months,10.59,86.16,B,B2,3 years,RENT,57600.0,Source Verified,2017-08-01,Charged Off,n,car,18.17,0,01/09/2005,0,31,14,18,0.0,0.0,3104.05,3104.05,1919.8,896.48,0.0,287.77,2.8777,01/05/2020,86.16,01/10/2020,0.0,1,INDIVIDUAL,2017
38285,838158,1048219,15875,15875,15625.0,60 months,11.99,353.06,B,B5,10+ years,MORTGAGE,35316.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,27.9,0,01/04/1994,0,31,11,29,0.0,0.0,6000.88,5906.18,3576.31,2413.81,0.0,10.76,0.0,01/01/2019,353.06,01/01/2022,0.0,1,INDIVIDUAL,2017
38295,837748,1047791,3500,12000,3500.0,36 months,13.49,118.76,C,C2,3 years,OWN,25000.0,Verified,2017-08-01,Charged Off,n,medical,19.15,0,01/08/2005,0,53,13,19,0.0,0.0,1680.95,1680.95,1097.81,436.06,0.0,147.08,1.4,01/09/2018,118.76,01/02/2019,0.0,1,INDIVIDUAL,2017
38304,837318,1047442,6000,6000,6000.0,36 months,11.99,199.26,B,B5,2 years,OWN,35000.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,19.37,0,01/11/2002,3,46,4,12,0.0,0.0,3013.29,3013.29,2081.69,707.25,0.0,224.35,2.37,01/10/2018,199.26,01/03/2019,0.0,1,INDIVIDUAL,2017
38306,837262,1047383,4400,4400,4400.0,36 months,11.99,146.13,B,B5,3 years,MORTGAGE,36000.0,Verified,2017-08-01,Charged Off,n,other,5.23,0,01/06/2003,3,28,6,13,0.0,0.0,2070.11,2070.11,1410.3,488.74,0.0,171.07,1.76,01/09/2018,146.13,01/02/2019,0.0,1,INDIVIDUAL,2017
38314,837126,1047238,4800,4800,4800.0,36 months,10.99,157.13,B,B3,1 year,MORTGAGE,57600.0,Not Verified,2017-08-01,Charged Off,n,home_improvement,20.35,0,01/06/1992,0,42,7,30,0.0,0.0,4157.38,4157.38,3147.46,761.29,0.0,248.63,2.291300002,01/09/2019,157.13,01/02/2020,0.0,1,INDIVIDUAL,2017
38318,837055,1047157,7100,7100,7100.0,36 months,7.49,220.83,A,A4,2 years,OWN,26000.0,Not Verified,2017-08-01,Charged Off,n,debt_consolidation,27.18,0,01/09/1996,2,31,5,14,0.0,0.0,3269.67,3269.67,2717.7,551.97,0.0,0.0,0.0,01/12/2018,247.14,01/01/2022,0.0,1,INDIVIDUAL,2017
38323,836948,1047042,35000,12000,34950.0,60 months,17.49,879.09,D,D5,10+ years,MORTGAGE,96000.0,Verified,2017-08-01,Charged Off,n,small_business,6.2,1,01/04/1991,0,13,21,36,0.0,0.0,13992.04,13972.12,5677.8,6614.76,0.0,1699.48,16.58,01/10/2018,879.09,01/03/2019,0.0,1,INDIVIDUAL,2017
38326,836872,1046958,4600,4600,4600.0,36 months,13.99,157.2,C,C3,5 years,RENT,50000.0,Verified,2017-08-01,Charged Off,n,debt_consolidation,14.26,0,01/08/1996,1,31,9,12,0.0,0.0,206.65,206.65,0.0,0.0,0.0,206.65,2.01,01/01/2022,0.0,01/02/2018,0.0,1,INDIVIDUAL,2017
38335,836641,1046707,7000,7000,7000.0,36 months,12.99,235.83,C,C1,1 year,MORTGAGE,55000.0,Source Verified,2017-08-01,Charged Off,n,small_business,22.06,1,01/09/2000,0,18,7,16,0.0,0.0,5423.13,5423.13,4144.84,1266.37,0.0,11.92,0.0,01/07/2019,235.83,01/01/2022,0.0,1,INDIVIDUAL,2017
38346,836303,1046323,4000,4000,4000.0,36 months,10.99,130.94,B,B3,9 years,RENT,42000.0,Source Verified,2017-08-01,Charged Off,n,moving,0.89,0,01/01/1997,0,26,4,7,0.0,0.0,3347.72,3347.72,2502.78,620.1,0.0,224.84,8.5956,01/08/2019,130.94,01/05/2020,0.0,1,INDIVIDUAL,2017
38353,835682,1045654,11200,11200,11200.0,60 months,11.99,249.09,B,B5,< 1 year,RENT,59040.0,Source Verified,2017-08-01,Charged Off,n,other,21.71,0,01/12/1993,3,31,14,40,0.0,0.0,5229.81,5229.81,3177.52,2036.57,0.0,15.72,0.0,01/05/2019,249.09,01/01/2022,0.0,1,INDIVIDUAL,2017
38358,835523,1045471,3000,3000,3000.0,36 months,14.79,103.69,C,C4,7 years,RENT,31400.0,Source Verified,2017-08-01,Charged Off,n,car,18.96,0,01/01/1999,1,80,7,16,0.0,0.0,516.7,516.7,340.75,175.95,0.0,0.0,0.0,01/01/2018,103.69,01/01/2022,0.0,1,INDIVIDUAL,2017
38359,835498,1045438,6000,6000,5750.0,36 months,13.507328482328484,196.41,B,B3,5 years,MORTGAGE,52000.0,Not Verified,2017-08-01,Charged Off,n,debt_consolidation,11.98,1,01/07/2006,0,18,8,12,0.0,0.0,1931.27,1850.52,1274.93,492.17,0.0,164.17,1.84,01/06/2018,202.36,01/10/2018,0.0,1,INDIVIDUAL,2017
38367,834976,1044880,17500,17500,17500.0,36 months,20.99,473.34,F,F3,3 years,RENT,45000.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,11.09,0,01/05/2002,2,31,6,7,0.0,0.0,20260.26,20260.26,8964.73,9278.3,0.0,2017.23,340.0,01/01/2021,273.34,01/01/2022,0.0,1,INDIVIDUAL,2017
38376,834642,1044515,2000,2000,2000.0,36 months,13.99,68.35,C,C3,2 years,OWN,35000.0,Source Verified,2017-08-01,Charged Off,n,other,0.51,0,01/07/2000,1,24,2,3,0.0,0.0,2111.14,2111.14,229.64,110.86,0.0,1770.64,0.0,01/01/2018,68.35,01/01/2022,0.0,1,INDIVIDUAL,2017
38378,834578,1044442,8875,8875,8875.0,36 months,10.59,288.84,B,B2,< 1 year,RENT,21312.0,Verified,2017-08-01,Charged Off,n,debt_consolidation,15.54,0,01/12/2000,3,31,6,8,0.0,0.0,7639.15,7639.15,5838.93,1358.97,0.0,441.25,4.181499994,01/09/2019,577.68,01/02/2020,0.0,1,INDIVIDUAL,2017
38382,834431,1044275,15600,15600,15350.0,60 months,17.49,391.83,D,D5,10+ years,RENT,60000.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,15.0,0,01/06/2005,0,31,6,11,0.0,0.0,2029.02,1996.41,497.3,670.42,0.0,861.3,155.034,01/12/2017,391.83,01/07/2021,0.0,1,INDIVIDUAL,2017
38419,833345,1042928,6000,6000,5750.0,36 months,13.507328482328484,193.58,B,B1,4 years,RENT,33000.0,Not Verified,2017-08-01,Charged Off,n,major_purchase,19.53,0,01/03/2006,0,31,9,15,0.0,0.0,4028.29,3860.17,3104.15,758.25,0.0,165.89,1.8,01/04/2019,193.58,01/09/2019,0.0,1,INDIVIDUAL,2017
38429,833208,1042766,7550,7550,7550.0,36 months,16.89,268.77,D,D4,8 years,RENT,34560.0,Not Verified,2017-08-01,Charged Off,n,other,21.94,0,01/01/2004,1,67,2,8,0.0,0.0,3493.32,3493.32,2287.48,1186.77,0.0,19.07,0.0,01/09/2018,268.77,01/02/2019,0.0,1,INDIVIDUAL,2017
38439,832861,1042362,2600,12000,2600.0,36 months,5.99,79.09,A,A2,6 years,MORTGAGE,63000.0,Not Verified,2017-08-01,Charged Off,n,small_business,4.43,0,01/03/1992,3,31,6,27,0.0,0.0,2134.89,2134.89,1905.33,229.56,0.0,0.0,0.0,01/11/2019,79.09,01/01/2022,0.0,1,INDIVIDUAL,2017
38444,832777,1042263,9250,9250,9250.0,36 months,10.59,301.05,B,B2,1 year,RENT,40000.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,22.38,0,01/07/2004,0,31,5,10,0.0,0.0,7977.42,7977.42,6092.84,1420.98,15.02756461,448.57,4.361199998,01/09/2019,301.05,01/02/2020,0.0,1,INDIVIDUAL,2017
38455,832490,1041891,35000,35000,35000.0,60 months,21.36,953.97,F,F4,9 years,MORTGAGE,254616.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,12.56,1,01/01/1989,3,14,17,63,0.0,0.0,5721.3,5721.3,2075.4,3645.9,0.0,0.0,0.0,01/02/2018,953.97,01/01/2022,0.0,1,INDIVIDUAL,2017
38470,831814,1041129,35000,35000,34450.0,36 months,12.99,1179.12,C,C1,10+ years,RENT,75000.0,Verified,2017-08-01,Charged Off,n,debt_consolidation,11.54,0,01/03/1991,0,31,9,23,0.0,0.0,13316.65,13107.26,8395.4,3384.1,0.0,1537.15,14.85,01/06/2018,1179.12,01/11/2018,0.0,1,INDIVIDUAL,2017
38475,865653,1040944,25000,17050,17025.0,60 months,14.79,403.75,C,C4,< 1 year,MORTGAGE,108000.0,Verified,2017-09-01,Charged Off,n,debt_consolidation,20.62,0,01/05/1996,3,31,13,39,0.0,0.0,4890.78,4883.62,2043.17,1986.63,0.0,860.98,8.25,01/07/2018,403.75,01/12/2018,0.0,1,INDIVIDUAL,2017
38484,831404,1040624,23000,23000,22975.0,60 months,11.99,511.51,B,B5,2 years,RENT,60000.0,Verified,2017-08-01,Charged Off,n,debt_consolidation,10.86,0,01/01/1988,2,31,6,14,0.0,0.0,3062.22,3058.92,1729.13,1333.09,0.0,0.0,0.0,01/02/2018,511.51,01/01/2022,0.0,1,INDIVIDUAL,2017
38488,831318,1040533,30800,20450,20175.0,60 months,10.99,444.54,B,B3,3 years,RENT,70000.0,Verified,2017-09-01,Charged Off,n,credit_card,23.09,0,01/05/1993,0,31,13,33,0.0,0.0,2663.34,2627.52,1576.98,1086.36,0.0,0.0,0.0,01/03/2018,444.54,01/01/2022,0.0,1,INDIVIDUAL,2017
38496,831169,1040375,11000,11000,8609.620403,36 months,10.59,358.0,B,B2,3 years,MORTGAGE,42000.0,Not Verified,2017-08-01,Charged Off,n,small_business,14.94,0,01/12/1999,0,24,5,28,0.0,0.0,6447.71,3338.11,4641.1,1441.19,0.0,365.42,3.71,01/03/2019,366.0,01/07/2019,0.0,1,INDIVIDUAL,2017
38509,830920,1040105,6500,6500,6500.0,60 months,19.69,171.1,E,E5,2 years,MORTGAGE,45000.0,Verified,2017-08-01,Charged Off,n,debt_consolidation,20.91,0,01/01/1999,0,31,10,17,0.0,0.0,3041.19,3041.19,1158.59,1556.29,0.0,326.31,2.76,01/12/2018,171.1,01/05/2019,0.0,1,INDIVIDUAL,2017
38513,830870,1040048,15000,15000,15000.0,60 months,15.99,364.7,D,D2,10+ years,MORTGAGE,95000.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,11.85,1,01/01/1999,1,14,7,24,0.0,0.0,4761.55,4761.55,1933.89,2067.58,0.0,760.08,7.44,01/07/2018,364.7,01/12/2018,0.0,1,INDIVIDUAL,2017
38519,830683,1039840,4000,12000,3983.474752,36 months,8.49,126.26,A,A5,5 years,MORTGAGE,35000.0,Source Verified,2017-08-01,Charged Off,n,home_improvement,2.57,0,01/12/2003,2,31,6,7,0.0,0.0,2434.21,2413.8,1967.35,410.69,0.0,56.17,0.0,01/03/2019,126.26,01/01/2022,0.0,1,INDIVIDUAL,2017
38529,830053,1039193,6000,6000,6000.0,36 months,11.99,199.26,B,B5,10+ years,RENT,63000.0,Not Verified,2017-07-01,Charged Off,n,debt_consolidation,20.08,0,01/03/1976,1,31,14,25,0.0,0.0,462.56,462.56,139.29,59.94,0.0,263.33,2.56,01/09/2017,199.26,01/02/2018,0.0,1,INDIVIDUAL,2017
38532,829932,1039065,9600,9600,9575.0,36 months,7.49,298.58,A,A4,3 years,RENT,65000.0,Verified,2017-07-01,Charged Off,n,small_business,27.33,1,01/08/1977,1,16,10,12,0.0,0.0,4811.29,4798.87,3737.24,737.41,0.0,336.64,3.43,01/11/2018,298.58,01/06/2019,0.0,1,INDIVIDUAL,2017
38542,829797,1038921,21600,21600,21575.0,60 months,14.79,511.49,C,C4,10+ years,MORTGAGE,32160.0,Verified,2017-08-01,Charged Off,n,small_business,0.37,0,01/05/1995,2,31,2,10,0.0,0.0,18858.89,18837.13,14236.87,4599.67,0.0,22.35,0.0,01/03/2019,11328.71,01/01/2022,0.0,1,INDIVIDUAL,2017
38550,829468,1038573,26000,26000,25975.0,60 months,15.99,632.14,D,D2,10+ years,OWN,78000.0,Verified,2017-07-01,Charged Off,n,other,21.18,0,01/02/1988,3,31,12,18,0.0,0.0,13274.43,13261.82,6863.01,6397.23,0.0,14.19,0.0,01/05/2019,632.14,01/01/2022,0.0,1,INDIVIDUAL,2017
38552,829429,1038532,6000,6000,6000.0,36 months,12.99,202.14,C,C1,10+ years,RENT,38000.0,Verified,2017-07-01,Charged Off,n,other,7.29,0,01/01/2001,1,31,5,7,0.0,0.0,1501.75,1501.75,844.53,366.57,0.0,290.65,52.317,01/03/2018,202.14,01/07/2018,0.0,1,INDIVIDUAL,2017
38565,829148,1038236,33950,33950,33795.18341,60 months,11.99,755.03,B,B5,10+ years,RENT,50000.0,Verified,2017-07-01,Charged Off,n,credit_card,24.67,0,01/03/1978,0,31,10,30,0.0,0.0,9246.92,9004.45,4347.34,3198.06,0.0,1701.52,17.05,01/06/2018,755.03,01/11/2018,0.0,1,INDIVIDUAL,2017
38572,829020,1038100,20500,20500,20500.0,60 months,13.507328482328484,508.27,D,D4,< 1 year,RENT,42000.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,19.11,0,01/10/1997,0,31,3,8,0.0,0.0,11052.26,11052.26,5013.1,5151.26,0.0,887.9,8.59,01/05/2019,51.76,01/09/2019,0.0,1,INDIVIDUAL,2017
38582,828449,1037476,10600,10600,10600.0,36 months,12.99,357.11,C,C1,< 1 year,RENT,31200.0,Source Verified,2017-07-01,Charged Off,n,debt_consolidation,19.58,0,01/02/2004,0,31,7,14,0.0,0.0,4710.6,4710.6,3083.96,1195.84,0.0,430.8,4.26,01/08/2018,357.11,01/02/2019,0.0,1,INDIVIDUAL,2017
38586,828254,1037270,6000,6000,6000.0,36 months,13.99,205.04,C,C3,3 years,RENT,55000.0,Not Verified,2017-07-01,Charged Off,n,debt_consolidation,6.85,0,01/01/2006,1,31,7,7,0.0,0.0,6157.76,6157.76,4607.28,1324.86,29.99076269,195.63,1.9563,01/01/2020,425.08,01/06/2020,0.0,1,INDIVIDUAL,2017
38588,828169,1037178,25000,25000,24975.0,60 months,19.29,652.51,E,E4,2 years,RENT,110000.0,Verified,2017-08-01,Charged Off,n,debt_consolidation,9.27,0,01/08/1984,0,31,12,19,0.0,0.0,21178.29,21157.17,9162.48,9749.58,0.0,2266.23,22.555,01/01/2020,652.51,01/06/2020,0.0,1,INDIVIDUAL,2017
38593,827937,1036934,12000,12000,12000.0,36 months,11.49,395.66,B,B4,< 1 year,RENT,32500.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,12.85,0,01/03/1999,1,31,8,24,0.0,0.0,9891.45,9891.45,7876.37,2000.63,0.0,14.45,0.0,01/09/2019,395.66,01/01/2022,0.0,1,INDIVIDUAL,2017
38603,827419,1036373,6000,6000,6000.0,60 months,13.507328482328484,133.44,B,B5,10+ years,RENT,18000.0,Not Verified,2017-08-01,Charged Off,n,small_business,16.27,0,01/03/2001,0,31,4,10,0.0,0.0,1890.35,1890.35,925.22,664.42,0.0,300.71,2.5,01/08/2018,133.44,01/02/2019,0.0,1,INDIVIDUAL,2017
38614,826990,1035911,21725,21725,21450.0,60 months,13.49,499.78,C,C2,6 years,MORTGAGE,51600.0,Verified,2017-07-01,Charged Off,n,credit_card,23.23,0,01/11/1990,0,31,11,26,0.0,0.0,9994.96,9868.42,5689.09,4295.11,0.0,10.76,0.0,01/04/2019,499.78,01/01/2022,0.0,1,INDIVIDUAL,2017
38624,826509,1035384,3000,3000,2975.0,36 months,19.29,110.41,E,E4,4 years,RENT,30000.0,Source Verified,2017-07-01,Charged Off,n,moving,2.48,0,01/12/2006,1,31,3,3,0.0,0.0,2823.21,2799.69,1779.76,869.73,0.0,173.72,1.737200001,01/09/2019,111.18,01/01/2020,0.0,1,INDIVIDUAL,2017
38638,825911,1034745,12400,12400,4650.0,60 months,19.69,326.39,E,E5,< 1 year,RENT,48500.0,Source Verified,2017-07-01,Charged Off,n,debt_consolidation,10.07,0,01/08/2000,1,55,5,14,0.0,0.0,4529.17,1693.74,1612.68,2296.44,0.0,620.05,6.17,01/08/2018,326.39,01/02/2019,0.0,1,INDIVIDUAL,2017
38654,825223,1033990,4000,4000,3750.0,36 months,18.39,145.4,E,E2,7 years,OWN,68400.0,Not Verified,2017-07-01,Charged Off,n,debt_consolidation,20.3,0,01/12/2002,0,31,27,46,0.0,0.0,867.78,813.3,521.56,346.22,0.0,0.0,0.0,01/02/2018,145.4,01/01/2022,0.0,1,INDIVIDUAL,2017
38657,825164,1033927,14125,14125,5125.0,60 months,13.507328482328484,391.01,G,G1,1 year,RENT,28800.0,Source Verified,2017-07-01,Charged Off,n,moving,7.08,0,01/07/2000,0,31,2,7,0.0,0.0,1171.98,424.59,399.18,772.8,0.0,0.0,0.0,01/11/2017,391.01,01/01/2022,0.0,1,INDIVIDUAL,2017
38667,824609,1033342,20000,20000,20000.0,60 months,22.11,553.63,G,G1,3 years,MORTGAGE,67000.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,20.22,0,01/03/1997,2,31,13,20,0.0,0.0,11070.6,11070.6,4422.3,6635.3,0.0,13.0,0.0,01/04/2019,553.63,01/01/2022,0.0,1,INDIVIDUAL,2017
38668,7524676,1033298,12600,12600,12600.0,60 months,15.61,303.81,C,C3,10+ years,RENT,47852.0,Source Verified,2019-10-01,Charged Off,n,debt_consolidation,18.81,0,01/06/1996,0,31,11,16,0.0,0.0,6682.5,6682.5,3536.51,3145.99,0.0,0.0,0.0,01/08/2021,303.81,01/01/2022,0.0,1,INDIVIDUAL,2019
38679,824151,1032786,1600,1600,1600.0,36 months,15.62,55.96,D,D1,7 years,RENT,57000.0,Not Verified,2017-07-01,Charged Off,n,other,12.69,0,01/08/1999,0,28,4,17,0.0,0.0,724.88,724.88,492.4,232.48,0.0,0.0,0.0,01/09/2018,55.96,01/01/2022,0.0,1,INDIVIDUAL,2017
38688,823833,1032428,20000,20000,18699.78718,60 months,11.99,444.79,B,B5,10+ years,MORTGAGE,51000.0,Verified,2017-07-01,Charged Off,n,debt_consolidation,13.01,0,01/12/1993,0,48,6,21,0.0,0.0,8005.92,6136.82,4794.26,3195.04,0.0,16.62,0.0,01/02/2019,444.79,01/01/2022,0.0,1,INDIVIDUAL,2017
38690,823806,1032397,9525,9525,9500.0,60 months,19.69,250.72,E,E5,7 years,RENT,55992.0,Verified,2017-07-01,Charged Off,n,debt_consolidation,21.97,0,01/09/2000,2,31,7,18,0.0,0.0,2265.36,2259.45,795.43,1198.17,0.0,271.76,0.0,01/04/2018,250.72,01/01/2022,0.0,1,INDIVIDUAL,2017
38692,823772,1032363,20000,20000,19975.0,60 months,20.62,536.81,F,F2,10+ years,RENT,60000.0,Verified,2017-07-01,Charged Off,n,small_business,17.96,2,01/01/2000,0,19,7,33,0.0,0.0,4935.85,4929.69,1637.34,2656.12,0.0,642.39,6.56,01/04/2018,536.81,01/05/2021,0.0,1,INDIVIDUAL,2017
38697,823490,1032063,8275,8275,8275.0,36 months,16.49,292.94,D,D3,5 years,MORTGAGE,155000.0,Not Verified,2017-07-01,Charged Off,n,debt_consolidation,17.67,0,01/06/1999,3,53,14,35,0.0,0.0,5334.11,5334.11,3399.13,1570.82,0.0,364.16,63.8456,01/01/2019,292.94,01/08/2019,0.0,1,INDIVIDUAL,2017
38699,823368,1031931,14000,14000,14000.0,60 months,18.79,361.56,E,E3,10+ years,MORTGAGE,79000.0,Not Verified,2017-08-01,Charged Off,n,debt_consolidation,15.72,2,01/07/1988,2,7,13,27,0.0,0.0,6441.9,6441.9,2546.15,3226.31,0.0,669.44,6.32,01/12/2018,361.56,01/05/2019,0.0,1,INDIVIDUAL,2017
38711,822981,1031510,6125,6125,6125.0,36 months,16.89,218.04,D,D4,1 year,MORTGAGE,40300.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,19.0,1,01/07/1981,0,15,6,17,0.0,0.0,3799.32,3799.32,955.86,559.57,0.0,2283.89,209.3032,01/03/2018,218.04,01/05/2018,0.0,1,INDIVIDUAL,2017
38715,822924,1031445,14675,14675,14675.0,36 months,16.89,363.85,D,D4,< 1 year,RENT,25164.0,Source Verified,2017-08-01,Charged Off,n,debt_consolidation,19.41,0,01/10/2000,1,31,4,8,0.0,0.0,2183.96,2183.96,960.41,1214.84,0.0,8.71,0.0,01/02/2018,1455.4,01/01/2022,0.0,1,INDIVIDUAL,2017
38716,822908,1031426,7000,7000,6975.0,36 months,10.59,227.82,B,B2,< 1 year,MORTGAGE,110000.0,Source Verified,2017-07-01,Charged Off,n,debt_consolidation,1.81,0,01/11/1999,1,31,5,7,0.0,0.0,1795.27,1788.88,1191.82,400.61,0.0,202.84,2.08,01/03/2018,227.82,01/08/2018,0.0,1,INDIVIDUAL,2017
38725,822548,1030988,6000,6000,6000.0,36 months,16.89,213.59,D,D4,1 year,RENT,31200.0,Source Verified,2017-07-01,Charged Off,n,debt_consolidation,14.08,0,01/06/2008,0,31,7,7,0.0,0.0,1160.01,1160.01,523.91,324.53,0.0,311.57,56.0826,01/12/2017,213.59,01/05/2018,0.0,1,INDIVIDUAL,2017
38727,822504,1030946,5900,5900,5900.0,36 months,13.507328482328484,183.5,A,A4,1 year,OWN,15600.0,Not Verified,2017-07-01,Charged Off,n,debt_consolidation,15.69,0,01/07/2002,2,31,5,10,0.0,0.0,4693.79,4693.79,3771.61,617.03,0.0,305.15,8.122000002,01/08/2019,183.5,01/01/2020,0.0,1,INDIVIDUAL,2017
38734,822325,1030753,6000,6000,6000.0,36 months,5.99,182.51,A,A2,10+ years,MORTGAGE,27012.0,Not Verified,2017-07-01,Charged Off,n,debt_consolidation,8.62,0,01/05/1996,0,31,7,14,0.0,0.0,4526.17,4526.17,3594.04,565.66,0.0,366.47,65.9646,01/12/2019,75.77,01/12/2019,0.0,1,INDIVIDUAL,2017
38740,822193,1030614,6000,6000,5950.0,36 months,13.49,203.59,C,C2,< 1 year,RENT,35000.0,Source Verified,2017-07-01,Charged Off,n,small_business,14.19,0,01/03/2008,3,31,8,12,0.0,0.0,1251.06,1240.62,135.48,76.8,14.58,1024.2,222.5826,01/12/2017,25.0,01/02/2018,0.0,1,INDIVIDUAL,2017
